id_kabupaten,nama_kabupaten,frekuensi_gempa,depth_mean,mag_max,mag_mean,korban_total,rumah_rusak_total,fasum_rusak_total,cluster_label,risk_score,risk_level,PC1,PC2
IDN.10.6_1,Brebes,0.012311901504787962,0.16566121896822786,0.6121745265036076,0.5653798325642186,5.2159399123722096e-05,0.0005586216179835779,0.0,0,0.32713905858471043,Tinggi,-0.0643201021012259,0.016788975512153637
IDN.10.7_1,Cilacap,0.01595987232102143,0.11521647158369765,0.7000093606612887,0.5386170341939095,0.000521593991237221,0.03639790012114686,0.017054263565891473,0,0.32713905858471043,Tinggi,-0.1335032755298705,-0.018583122341333635
IDN.10.8_1,Demak,0.001823985408116735,0.12586377097729518,0.477435359328822,0.5120178767603543,0.0,0.0,0.0,1,0.29140905136714823,Sedang,0.003971592342037034,-0.07963197884967188
IDN.10.9_1,Grobogan,0.00045599635202918376,0.006910167818361304,0.4594417366794351,0.6051046207730284,0.0,0.0,0.0,1,0.29140905136714823,Sedang,-0.11511620354439389,-0.0993785323593922
IDN.10.10_1,Jepara,0.0027359781121751026,0.4735110233629483,0.6078418782331627,0.6237806261739707,0.0,3.3651904697805894e-05,0.0001937984496124031,0,0.32713905858471043,Tinggi,0.1267592713064143,0.2523375954905396
IDN.10.11_1,Karanganyar,0.0013679890560875513,0.29713721618953604,0.4612884137414102,0.5309668063846591,0.0,0.0009557140934176874,0.0,1,0.29140905136714823,Sedang,0.12374738304707039,0.03794606160253444
IDN.10.12_1,Kebumen,0.0031919744642042863,0.05570441404597376,0.5346538080898704,0.5477582896411325,5.2159399123722096e-05,0.0004778570467088437,0.0003875968992248062,1,0.29140905136714823,Sedang,-0.0924597088137823,-0.08558873783236165
IDN.10.13_1,Kendal,0.00364797081623347,0.010858835143139189,0.3843484056480975,0.4451483774433425,0.0,0.0,0.0,1,0.29140905136714823,Sedang,0.0036761298721292857,-0.22314281292127497
IDN.10.14_1,Klaten,0.00364797081623347,0.012339585389930897,0.47815943963103746,0.43656754609592835,1.0,0.645430071342038,0.2624031007751938,1,0.29140905136714823,Sedang,-0.05971441339126016,-0.4634843147346267
IDN.10.15_1,KotaMagelang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0017032857344437438,Rendah,1.1141971613309207,0.011953058692627305
IDN.10.16_1,KotaPekalongan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0017032857344437438,Rendah,1.1141971613309207,0.011953058692627305
IDN.10.17_1,KotaSemarang,0.00045599635202918376,0.00493583415597236,0.7221419488896044,0.9510921521525295,0.0,0.0,0.0,0,0.32713905858471043,Tinggi,-0.4199368919166401,0.1993790117074059
