id_kabupaten,nama_kabupaten,frekuensi_gempa,mag_max,mag_mean,depth_mean,cluster_label,risk_score,risk_level,PC1,PC2
IDN.16.1_1,Batam,4.0,5.869337812,5.4504079587500005,10.0,2,0.4079116697611709,Tinggi,0.2721358571572251,-0.11821930818406272
IDN.16.2_1,Bintan,24.0,6.077113131,5.541075441916667,87.20833333333333,2,0.4079116697611709,Tinggi,0.31380171405943436,-0.15209244611399314
IDN.16.3_1,Karimun,5.0,5.558075641,5.034396318000001,163.8,0,0.32755760277329876,Sedang,0.2231534455189731,-0.1822689663832582
IDN.16.4_1,KepulauanAnambas,25.0,6.568594836,5.73230552656,123.6,2,0.4079116697611709,Tinggi,0.38567668808329725,-0.1603323058085587
IDN.16.5_1,Lingga,25.0,6.448621381,5.56525525908,127.4,2,0.4079116697611709,Tinggi,0.3572419374012318,-0.15556437413735016
IDN.16.6_1,Natuna,47.0,6.75718607,5.756702108829787,89.17021276595744,2,0.4079116697611709,Tinggi,0.4007309622940315,-0.13145134409738146
IDN.16.7_1,Tanjungpinang,1.0,4.118730371,4.118730371,750.0,0,0.32755760277329876,Sedang,0.08472585065462745,-0.49261810827877395
IDN.17.10_1,Pringsewu,6.0,5.161049,3.7433240501666667,116.5,0,0.32755760277329876,Sedang,0.04035047205287989,-0.07772524225661168
IDN.17.11_1,Tanggamus,288.0,5.84235102,3.0570280160347223,31.20486111111111,2,0.4079116697611709,Tinggi,0.021902055312086444,0.09401355360102504
IDN.17.12_1,TulangBawangBarat,2.0,5.243860413,4.362242239,20.0,0,0.32755760277329876,Sedang,0.09898524412120846,-0.07163334572010538
IDN.17.13_1,Tulangbawang,5.0,5.82341845,5.0155153538,211.8,2,0.4079116697611709,Tinggi,0.2533575956960078,-0.1921187778791471
IDN.17.14_1,WayKanan,26.0,4.938484501,3.8856271056923077,192.6153846153846,0,0.32755760277329876,Sedang,0.04749812874675363,-0.1373584183212351
IDN.17.1_1,BandarLampung,1.0,2.758304806,2.758304806,10.0,1,0.14613294364826168,Rendah,-0.30504795760664527,-0.07087336873004221
IDN.17.2_1,LampungBarat,1317.0,6.464664359,3.5785219433955957,24.392558845861807,2,0.4079116697611709,Tinggi,0.15488618875247073,0.22992898073631535
IDN.17.3_1,LampungSelatan,226.0,6.282035514,3.588918591486726,40.1283185840708,2,0.4079116697611709,Tinggi,0.11989819547812075,0.06236982803348003
IDN.17.4_1,LampungTengah,37.0,5.71871405,3.5174209676486488,104.24324324324324,2,0.4079116697611709,Tinggi,0.06646626975747805,-0.02061449375088922
IDN.17.5_1,LampungTimur,9.0,6.052612018,4.148151664111111,143.11111111111111,2,0.4079116697611709,Tinggi,0.1707018261049854,-0.07642254029643437
IDN.17.6_1,LampungUtara,13.0,4.705411,3.576281593230769,158.46153846153845,0,0.32755760277329876,Sedang,-0.01298106720171488,-0.10934972174934045
IDN.17.7_1,Mesuji,1.0,4.941214724,4.941214724,10.0,0,0.32755760277329876,Sedang,0.13143471011848296,-0.12721510695734853
IDN.17.8_1,Metro,0.0,0.0,0.0,0.0,1,0.14613294364826168,Rendah,-0.8581945212779137,0.005407658173843699
IDN.17.9_1,Pesawaran,44.0,4.595554334,3.2196866150454544,56.06818181818182,0,0.32755760277329876,Sedang,-0.07709336922625243,-0.029615075228560002
IDN.18.1_1,HalmaheraBarat,1702.0,6.684196875,3.6961480785734433,66.37602820211517,2,0.4079116697611709,Tinggi,0.20218223376145816,0.2628437762984509
IDN.18.2_1,HalmaheraSelatan,1939.0,7.106909133,3.657007257554925,32.01908200103146,2,0.4079116697611709,Tinggi,0.23640290117196894,0.33813943026640514
IDN.18.3_1,HalmaheraTengah,152.0,6.120652964,3.7179009613026315,22.651315789473685,2,0.4079116697611709,Tinggi,0.11452645993210386,0.04300161251930566
IDN.18.4_1,HalmaheraTimur,412.0,5.861161633,3.5356608339150486,31.21359223300971,2,0.4079116697611709,Tinggi,0.07745655587238942,0.07474744267937357
IDN.18.5_1,HalmaheraUtara,1200.0,7.218846616,3.806283749544167,33.48583333333333,2,0.4079116697611709,Tinggi,0.2483381841032949,0.2306177920130352
IDN.18.6_1,KepulauanSula,393.0,5.921048,3.859932080066158,31.8117048346056,2,0.4079116697611709,Tinggi,0.11751068312424251,0.04975680682605406
IDN.18.7_1,PulauMorotai,1630.0,6.712986738,4.110629880764417,95.45337423312884,2,0.4079116697611709,Tinggi,0.25251015792510734,0.20711219700864592
IDN.18.8_1,Ternate,4194.0,7.152413494,3.7362793312999525,24.84191702432046,2,0.4079116697611709,Tinggi,0.29279548134992417,0.6461809306359384
IDN.18.9_1,TidoreKepulauan,33.0,5.636662939,3.3432818626666663,66.0909090909091,0,0.32755760277329876,Sedang,0.03403062206850538,0.008043526894375798
IDN.19.10_1,SeramBagianTimur,1180.0,6.237389354,3.770469529037288,31.583050847457628,2,0.4079116697611709,Tinggi,0.152835375689638,0.18075670141890765
IDN.19.11_1,Tual,263.0,6.3083327,4.423302187410646,89.83269961977186,2,0.4079116697611709,Tinggi,0.22048859770223006,-0.021992674116825536
IDN.19.1_1,Ambon,195.0,6.434484943,3.1717197829589745,54.48205128205128,2,0.4079116697611709,Tinggi,0.09093985063907128,0.09094866916628273
IDN.19.2_1,BuruSelatan,356.0,6.278145024,3.995955993033708,162.04494382022472,2,0.4079116697611709,Tinggi,0.1851858683194515,-0.015386504662121516
IDN.19.3_1,Buru,467.0,6.179941501,3.421164514747323,20.22698072805139,2,0.4079116697611709,Tinggi,0.094062948085604,0.11342972471051127
IDN.19.4_1,KepulauanAru,150.0,7.012966238,4.6481850794733335,37.593333333333334,2,0.4079116697611709,Tinggi,0.29935971836884023,0.008941129099883227
IDN.19.5_1,MalukuBaratDaya,3433.0,7.735718206,4.5125217558025055,180.5980192251675,2,0.4079116697611709,Tinggi,0.43978836664230914,0.4307886090718959
