id_kabupaten,nama_kabupaten,luas_wilayah_km2,frekuensi_gempa,mag_max,mag_mean,depth_mean,korban_total,rumah_rusak_total,fasum_rusak_total,cluster_label,risk_score,risk_level,PC1,PC2
IDN.8.2_1,Bungo,0.10514036393087439,0.005015959872321021,0.5439615796643488,0.609676377564469,0.24248319773611604,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.06259889411203778,0.13451562022143232
IDN.8.3_1,Jambi,0.003650021186215806,0.00045599635202918376,0.6530995977626031,0.8601603922346622,0.019455252918287938,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.24724907418062603,0.0008954002056266869
IDN.8.4_1,Kerinci,0.07620072115204606,0.012311901504787962,0.6591748145940814,0.5902866045173871,0.13834846519671423,0.0015126225745879407,0.010701305693902275,0.014147286821705426,2,0.17088705183846617,Sedang,0.10193391253173911,0.0073773785952238324
IDN.8.5_1,Merangin,0.16642113622393429,0.08527131782945736,0.6239467624858521,0.6132014934632718,0.2679102769512475,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.1378340218167473,0.09660011613963364
IDN.8.6_1,MuaroJambi,0.12361004242374488,0.0013679890560875513,0.6720463919080006,0.7694364460918018,0.01621271076523995,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.21880939036124925,-0.031074079533432386
IDN.8.7_1,Sarolangun,0.1315927712488563,0.03146374829001368,0.7373737587269572,0.6114434064348683,0.2835109682512829,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.20786043194071335,0.08033380375305944
IDN.8.8_1,SungaiPenuh,0.007741237644887795,0.00045599635202918376,0.5017304106780509,0.6608006318230232,0.19844357976653698,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.04298182010395635,0.13603855617281735
IDN.8.9_1,TanjungJabungB,0.11057765034441687,0.0013679890560875513,0.6896155799949069,0.789271820048817,0.1835278858625162,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.2740300882571375,0.07811972696025495
IDN.8.10_1,TanjungJabungT,0.11088613029866964,0.001823985408116735,0.6712786080697651,0.7540895577754507,0.5155642023346304,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.3011924890371317,0.2986452960286307
IDN.8.11_1,Tebo,0.13864312952492572,0.004103967168262654,0.7275041714481865,0.7392513930722073,0.11175961954172071,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.256581476198695,0.003992061822091747
IDN.9.2_1,Bandung,0.03978311603837213,0.11582307341541268,0.6515211958019201,0.44452026640928155,0.044272189711694596,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.024578931565926943,-0.10276376464206328
IDN.9.1_1,BandungBarat,0.028861330442160507,0.017327861377108983,0.7366685555773783,0.47352596013489656,0.05309236125332788,0.0008345503859795535,0.052557544757033246,0.08662790697674419,2,0.17088705183846617,Sedang,0.04893727997348085,-0.14182016247425638
IDN.9.3_1,Banjar,0.0027839674334786788,0.0,0.0,0.0,0.0,0.00041727519298977677,0.007914927984923947,0.005232558139534884,1,0.004522821814907283,Rendah,-0.7893362438678303,0.05301632884709416
IDN.9.4_1,Bekasi,0.028598478271986638,0.001823985408116735,0.5783470489997521,0.577607671339971,0.27285992217898836,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.055484054589158505,0.1382670207265001
IDN.9.5_1,Bogor,0.06781793278833864,0.07432740538075695,0.6364158102816161,0.45676803089599805,0.054033085865699076,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.020823456156073394,-0.07673606688638986
IDN.9.6_1,Ciamis,0.06206078240526551,0.0168718650250798,0.6953012763467901,0.5248859904072813,0.18719108213271637,0.007197997079073649,0.2926100417283618,0.31317829457364343,2,0.17088705183846617,Sedang,0.08752375543037538,-0.190426001550566
IDN.9.7_1,Cianjur,0.0816102000058942,0.29958960328317374,0.6819024854729421,0.40155688802106626,0.051312119112342985,0.44434592113498855,0.5047179970386324,0.4325581395348837,2,0.17088705183846617,Sedang,-0.020246457426083775,-0.592085008263921
IDN.9.8_1,Cimahi,0.0007456021510921107,0.0009119927040583675,0.4318986881750814,0.4497152631629933,0.0311284046692607,0.0,2.6921523758244717e-05,0.0001937984496124031,2,0.17088705183846617,Sedang,-0.182792881002527,0.007462120094968737
IDN.9.9_1,Cirebon,0.02409022871965077,0.001823985408116735,0.38078683308476036,0.4585464133435417,0.019941634241245135,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.20904237107806933,0.02034004499287069
IDN.9.10_1,Depok,0.004340820672538789,0.00045599635202918376,0.3963595661640332,0.522022676274166,0.5058365758754864,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.06529241822072662,0.3519660748928063
IDN.9.11_1,Garut,0.07024299126820077,0.0870953032375741,0.7702794487872342,0.5099228085760279,0.06740073746613157,0.011005633215105361,0.32270157490913987,0.4007751937984496,2,0.17088705183846617,Sedang,0.10876549088421206,-0.3627789915883572
IDN.9.12_1,Indramayu,0.04723120317084928,0.005927952576379389,0.626483411112696,0.6122791792480459,0.2999102065249925,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.12054180985244844,0.1434407701638542
IDN.9.13_1,Karawang,0.04317417213841518,0.017327861377108983,0.591486199964567,0.492539579638513,0.07725783329920131,0.0,0.00044420514201103784,0.0,2,0.17088705183846617,Sedang,-0.028540944474344854,-0.019636700082036357
IDN.9.14_1,KotaBandung,0.0036198894032588042,0.0013679890560875513,0.4386034347813104,0.5087302947888837,0.05252918287937743,0.04892551637805133,0.3538161259927312,0.4046511627906977,2,0.17088705183846617,Sedang,-0.13389829445913926,-0.24073130754107896
IDN.9.15_1,KotaBekasi,0.004666408085042939,0.00045599635202918376,0.4621972723772698,0.6087337803603041,0.4377431906614786,0.0,6.730380939561179e-06,0.0,2,0.17088705183846617,Sedang,0.025807687590662653,0.2996148184025919
IDN.9.16_1,KotaBogor,0.0023455951826269177,0.0031919744642042863,0.49561606561978533,0.4360172184587832,0.0216787103946637,0.001616941372835385,0.031255889083322115,0.005813953488372093,2,0.17088705183846617,Sedang,-0.15080794794512076,-0.04019016663449346
IDN.9.17_1,KotaCirebon,0.0007230443041819925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.7896878767019393,0.05777793839121619
IDN.9.18_1,KotaSukabumi,0.0009210253494123134,0.0009119927040583675,0.4929867035492584,0.5706344663303464,0.1303501945525292,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.03928132057461786,0.07543613456675355
IDN.9.19_1,KotaTasikmalaya,0.004000350385423608,0.0027359781121751026,0.4009066604626747,0.4894309457858998,0.07230869001297016,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.16779191017655215,0.05429114916904885
IDN.9.20_1,Kuningan,0.026797538338548463,0.009119927040583675,0.5754799442185992,0.516235297792048,0.09182879377431907,0.0,0.011199353883429802,0.004457364341085271,2,0.17088705183846617,Sedang,-0.02353079752458198,-0.0014856919514162625
IDN.9.21_1,Majalengka,0.03029742778481908,0.005927952576379389,0.5896687138943404,0.5760768189120655,0.220143669560012,0.0,0.054973751514335714,0.030426356589147288,2,0.17088705183846617,Sedang,0.05224285310770593,0.06720444266733759
IDN.9.22_1,Purwakarta,0.02228456651381103,0.008663930688554491,0.488788276793439,0.4344837408074805,0.04638541879991808,0.0,0.0006932292367748014,0.010077519379844961,2,0.17088705183846617,Sedang,-0.14778694649165014,-0.013476797325576106
IDN.9.23_1,Subang,0.048918543914084074,0.009575923392612859,0.6989424597969672,0.5372402053254735,0.0751343338891977,0.0,0.0009489837124781262,0.009689922480620155,2,0.17088705183846617,Sedang,0.07507248583604975,-0.05379835764121885
IDN.9.24_1,Sukabumi,0.09453418457267647,0.22024623803009574,0.7549662623518056,0.4866935904451423,0.06399690649394592,0.0029730857500521596,0.25137972809261006,0.24031007751937983,2,0.17088705183846617,Sedang,0.09101135116952541,-0.32348730680234133
IDN.9.25_1,Sumedang,0.03523436909333676,0.020975832193342453,0.7287070449854562,0.4967452853179245,0.08243106073422433,0.0009388691842269978,0.009106205411226276,0.012015503875968992,2,0.17088705183846617,Sedang,0.06654452127824895,-0.07548236604596452
IDN.9.26_1,Tasikmalaya,0.06135948387347473,0.008663930688554491,0.6391564324075217,0.5761042010045515,0.18554167519967232,0.007771750469434592,0.3666442320635348,0.7624031007751938,2,0.17088705183846617,Sedang,0.08443988654984969,-0.33074761223439747
IDN.9.27_1,WadukCirata,0.0011197049593187273,0.005015959872321021,0.6144194727501565,0.4708468643590141,0.054474708171206226,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.04047169319542776,-0.04298115965829161
IDN.10.1_1,Banjarnegara,0.026003400020536978,0.020063839489284085,0.559298181862997,0.4413900893339708,0.042049876193845065,0.0022950135614437724,0.005855431417418226,0.003682170542635659,2,0.17088705183846617,Sedang,-0.0952653053923238,-0.04540379236843749
IDN.10.2_1,Banyumas,0.03149829950555889,0.008207934336525308,0.6291775088418955,0.5117176101124165,0.22243839169909208,5.2159399123722096e-05,0.0016960559967694171,0.0027131782945736434,2,0.17088705183846617,Sedang,0.0354741601787294,0.06832251667563029
IDN.10.3_1,Batang,0.019366704511761316,0.005927952576379389,0.44771036856651747,0.4166201692854403,0.06300508829691709,0.0007302315877321093,0.001837393996500202,0.00562015503875969,2,0.17088705183846617,Sedang,-0.18523799665302765,0.011228608881232664
IDN.10.4_1,Blora,0.04419459744164178,0.0031919744642042863,0.6380934805709951,0.5744334659939758,0.19121734296831575,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.08081781936762877,0.05974692195983058
IDN.10.5_1,Boyolali,0.024614619709982542,0.004103967168262654,0.6713312346926231,0.5139619390375817,0.06636402939904885,0.015856457333611518,0.005155471799703863,0.0005813953488372093,2,0.17088705183846617,Sedang,0.03407475646796243,-0.05354184810480889
IDN.10.6_1,Brebes,0.03968690828477799,0.012311901504787962,0.6121745265036076,0.5653798325642186,0.17783542297160973,5.2159399123722096e-05,0.0005586216179835779,0.0,2,0.17088705183846617,Sedang,0.054039203441450856,0.056053923485561825
IDN.10.7_1,Cilacap,0.053314100726007056,0.01595987232102143,0.7000093606612887,0.5386170341939095,0.12812673707615344,0.000521593991237221,0.03639790012114686,0.017054263565891473,2,0.17088705183846617,Sedang,0.08780703143626589,-0.03618089306199154
IDN.10.8_1,Demak,0.02255392247666121,0.001823985408116735,0.477435359328822,0.5120178767603543,0.13861867704280156,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.08457104551863592,0.07379091184113756
IDN.10.9_1,Grobogan,0.04604721782205105,0.00045599635202918376,0.4594417366794351,0.6051046207730284,0.021400778210116732,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.05086369743643526,0.021567333942342934
IDN.10.10_1,Jepara,0.02309091588589027,0.0027359781121751026,0.6078418782331627,0.6237806261739707,0.48119325551232167,0.0,3.3651904697805894e-05,0.0001937984496124031,0,0.23411391050829283,Tinggi,0.14614984005711562,0.2751257813675989
IDN.10.11_1,Karanganyar,0.018139984907801977,0.0013679890560875513,0.4612884137414102,0.5309668063846591,0.30739299610894943,0.0,0.0009557140934176874,0.0,2,0.17088705183846617,Sedang,-0.05086752624435231,0.1960839474809224
IDN.10.12_1,Kebumen,0.030225664187309303,0.0031919744642042863,0.5346538080898704,0.5477582896411325,0.06948304613674264,5.2159399123722096e-05,0.0004778570467088437,0.0003875968992248062,2,0.17088705183846617,Sedang,-0.03319354538074959,0.012534076053183615
IDN.10.13_1,Kendal,0.022577571006764587,0.00364797081623347,0.3843484056480975,0.4451483774433425,0.02529182879377432,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.21505042227309756,0.019289607651370395
